The converted file is generated at:
2017-05-23 04:28:08
XMax XMin YMax YMin
0.787 -0.787 0.786 -0.786
Number of Layers:
132
0.147 0.772 284.036
0.243 0.748 291.909
0.335 0.711 298.657
0.421 0.664 305.942
0.501 0.606 313.363
0.573 0.538 320.343
0.636 0.462 327.440
0.689 0.379 334.983
0.731 0.289 341.565
0.762 0.196 349.487
0.780 0.099 356.532
0.786 0.000 363.468
0.780 -0.099 370.513
0.762 -0.196 378.435
0.731 -0.289 385.017
0.689 -0.379 392.560
0.636 -0.462 399.657
0.573 -0.538 406.637
0.501 -0.606 414.058
0.421 -0.664 421.343
0.335 -0.711 428.091
0.243 -0.748 435.964
0.147 -0.772 442.444
0.049 -0.785 450.000
-0.049 -0.785 457.556
-0.147 -0.772 464.036
-0.243 -0.748 471.909
-0.335 -0.711 478.657
-0.421 -0.664 485.942
-0.501 -0.606 493.363
-0.573 -0.538 500.343
-0.636 -0.462 507.440
-0.689 -0.379 514.983
-0.731 -0.289 521.565
-0.762 -0.196 529.487
-0.780 -0.099 536.532
-0.786 0.000 543.468
-0.780 0.099 550.513
-0.762 0.196 558.435
-0.731 0.289 565.017
-0.689 0.379 572.560
-0.636 0.462 579.657
-0.573 0.538 586.637
-0.501 0.606 594.058
-0.421 0.664 601.343
-0.335 0.711 601.343
Layer: 66
19.539
51
-0.321 0.683 61.004
-0.404 0.637 54.462
-0.481 0.582 46.710
-0.550 0.517 39.883
-0.611 0.444 32.005
-0.661 0.364 25.489
-0.702 0.278 17.860
-0.731 0.188 10.954
-0.749 0.095 3.614
-0.755 0.000 -3.614
-0.749 -0.095 -10.954
-0.731 -0.188 -17.860
-0.702 -0.278 -25.489
-0.661 -0.364 -32.005
-0.611 -0.444 -39.883
-0.550 -0.517 -46.710
-0.481 -0.582 -54.462
-0.404 -0.637 -61.004
-0.321 -0.683 -68.311
-0.233 -0.718 -75.964
-0.141 -0.741 -82.725
-0.047 -0.753 -90.000
0.047 -0.753 -97.275
0.141 -0.741 -104.036
0.233 -0.718 -111.689
0.321 -0.683 -118.996
0.404 -0.637 -125.538
0.481 -0.582 -133.290
0.550 -0.517 -140.117
0.611 -0.444 -147.995
0.661 -0.364 -154.511
0.702 -0.278 -162.140
0.731 -0.188 -169.046
0.749 -0.095 -176.386
0.755 0.000 -183.614
0.749 0.095 -190.954
0.731 0.188 -197.860
0.702 0.278 -205.489
0.661 0.364 -212.005
0.611 0.444 -219.883
0.550 0.517 -226.710
0.481 0.582 -234.462
0.404 0.637 -241.004
0.321 0.683 -248.311
0.233 0.718 -255.964
0.141 0.741 -262.725
0.047 0.753 -270.000
-0.047 0.753 -277.275
-0.141 0.741 -284.036
-0.233 0.718 -291.689
-0.321 0.683 -291.689
Layer: 67
20.139
51
-0.574 0.539 227.060
-0.502 0.606 233.591
-0.422 0.665 241.621
-0.335 0.712 248.091
-0.243 0.749 255.964
-0.147 0.773 262.444
-0.049 0.786 270.000
0.049 0.786 277.556
0.147 0.773 284.036
0.243 0.749 291.909
0.335 0.712 298.379
0.422 0.665 306.409
0.502 0.606 312.940
0.574 0.539 320.343
0.637 0.463 327.750
0.690 0.379 334.737
0.732 0.290 342.300
0.762 0.196 348.917
0.781 0.099 356.532
0.787 0.000 363.468
0.781 -0.099 371.083
0.762 -0.196 377.700
0.732 -0.290 385.263
0.690 -0.379 392.250
0.637 -0.463 399.657
0.574 -0.539 407.060
0.502 -0.606 413.591
0.422 -0.665 421.621
0.335 -0.712 428.091
0.243 -0.749 435.964
0.147 -0.773 442.444
0.049 -0.786 450.000
-0.049 -0.786 457.556
-0.147 -0.773 464.036
-0.243 -0.749 471.909
-0.335 -0.712 478.379
-0.422 -0.665 486.409
-0.502 -0.606 492.940
-0.574 -0.539 500.343
-0.637 -0.463 507.750
-0.690 -0.379 514.737
-0.732 -0.290 522.300
-0.762 -0.196 528.917
-0.781 -0.099 536.532
-0.787 0.000 543.468
-0.781 0.099 551.083
-0.762 0.196 557.700
-0.732 0.290 565.263
-0.690 0.379 572.250
-0.637 0.463 579.657
-0.574 0.539 579.657
Layer: 68
20.139
51
-0.551 0.517 39.417
-0.611 0.444 32.518
-0.662 0.364 25.489
-0.703 0.278 17.860
-0.732 0.188 10.954
-0.750 0.095 3.614
-0.756 0.000 -3.614
-0.750 -0.095 -10.954
-0.732 -0.188 -17.860
-0.703 -0.278 -25.489
-0.662 -0.364 -32.518
-0.611 -0.444 -39.417
-0.551 -0.517 -46.710
-0.482 -0.582 -53.973
-0.405 -0.638 -61.004
-0.322 -0.684 -68.532
-0.233 -0.719 -75.816
-0.142 -0.742 -82.801
-0.047 -0.754 -90.000
0.047 -0.754 -97.199
0.142 -0.742 -104.184
0.233 -0.719 -111.468
0.322 -0.684 -118.996
0.405 -0.638 -126.027
0.482 -0.582 -133.290
0.551 -0.517 -140.583
0.611 -0.444 -147.482
0.662 -0.364 -154.511
0.703 -0.278 -162.140
0.732 -0.188 -169.046
0.750 -0.095 -176.386
0.756 0.000 -183.614
0.750 0.095 -190.954
0.732 0.188 -197.860
0.703 0.278 -205.489
0.662 0.364 -212.518
0.611 0.444 -219.417
0.551 0.517 -226.710
0.482 0.582 -233.973
0.405 0.638 -241.004
0.322 0.684 -248.532
0.233 0.719 -255.816
0.142 0.742 -262.801
0.047 0.754 -270.000
-0.047 0.754 -277.199
-0.142 0.742 -284.184
-0.233 0.719 -291.468
-0.322 0.684 -298.996
-0.405 0.638 -306.027
-0.482 0.582 -313.290
-0.551 0.517 -313.290
Layer: 69
20.739
51
-0.049 -0.784 96.981
-0.147 -0.772 104.597
-0.243 -0.747 111.584
-0.334 -0.711 118.887
-0.421 -0.663 125.942
-0.501 -0.605 132.940
-0.573 -0.538 140.343
-0.636 -0.462 148.241
-0.688 -0.378 154.737
-0.730 -0.289 161.748
-0.761 -0.195 169.487
-0.779 -0.098 175.914
-0.786 0.000 184.086
-0.779 0.098 190.513
-0.761 0.195 198.252
-0.730 0.289 205.263
-0.688 0.378 211.759
-0.636 0.462 219.657
-0.573 0.538 227.060
-0.501 0.605 234.058
-0.421 0.663 241.113
-0.334 0.711 248.416
-0.243 0.747 255.403
-0.147 0.772 263.019
-0.049 0.784 270.000
0.049 0.784 276.981
0.147 0.772 284.597
0.243 0.747 291.584
0.334 0.711 298.887
0.421 0.663 305.942
0.501 0.605 312.940
0.573 0.538 320.343
0.636 0.462 328.241
0.688 0.378 334.737
0.730 0.289 341.748
0.761 0.195 349.487
0.779 0.098 355.914
0.786 0.000 364.086
0.779 -0.098 370.513
0.761 -0.195 378.252
0.730 -0.289 385.263
0.688 -0.378 391.759
0.636 -0.462 399.657
0.573 -0.538 407.060
0.501 -0.605 414.058
0.421 -0.663 421.113
0.334 -0.711 428.416
0.243 -0.747 435.403
0.147 -0.772 443.019
0.049 -0.784 450.000
-0.049 -0.784 450.000
Layer: 70
20.739
51
-0.047 -0.753 270.000
0.047 -0.753 262.725
0.141 -0.741 255.379
0.233 -0.717 248.311
0.321 -0.682 241.535
0.404 -0.637 233.973
0.481 -0.581 226.710
0.550 -0.516 219.417
0.610 -0.443 212.518
0.661 -0.363 205.201
0.701 -0.278 197.860
0.730 -0.188 190.954
0.748 -0.095 183.614
0.754 0.000 176.386
0.748 0.095 169.046
0.730 0.188 162.140
0.701 0.278 154.799
0.661 0.363 147.482
0.610 0.443 140.583
0.550 0.516 133.290
0.481 0.581 126.027
0.404 0.637 118.465
0.321 0.682 111.689
0.233 0.717 104.621
0.141 0.741 97.275
0.047 0.753 90.000
-0.047 0.753 82.725
-0.141 0.741 75.379
-0.233 0.717 68.311
-0.321 0.682 61.535
-0.404 0.637 53.973
-0.481 0.581 46.710
-0.550 0.516 39.417
-0.610 0.443 32.518
-0.661 0.363 25.201
-0.701 0.278 17.860
-0.730 0.188 10.954
-0.748 0.095 3.614
-0.754 0.000 -3.614
-0.748 -0.095 -10.954
-0.730 -0.188 -17.860
-0.701 -0.278 -25.201
-0.661 -0.363 -32.518
-0.610 -0.443 -39.417
-0.550 -0.516 -46.710
-0.481 -0.581 -53.973
-0.404 -0.637 -61.535
-0.321 -0.682 -68.311
-0.233 -0.717 -75.379
-0.141 -0.741 -82.725
-0.047 -0.753 -82.725
seperation layer:
20.739
2
-0.059 -0.79 90.0
0.047 -0.79 90.0
seperation layer:
20.739
2
-0.248 -0.755 0.0
-0.248 -0.755 0.0
seperation layer:
20.739
2
-0.402 -0.684 0.0
-0.402 -0.684 0.0
seperation layer:
20.739
2
-0.437 -0.66 0.0
-0.437 -0.66 0.0
seperation layer:
20.739
2
0.768 -0.2 0.0
0.768 -0.2 0.0
seperation layer:
20.739
2
-0.791 -0.035 180.0
-0.791 -0.011 180.0
seperation layer:
20.739
2
0.791 -0.023 0.0
0.791 -0.023 0.0
seperation layer:
20.739
2
-0.366 0.698 0.0
-0.366 0.698 0.0
Layer: 71
21.339
51
0.729 0.289 342.300
0.759 0.195 348.917
0.778 0.098 356.496
0.784 0.000 363.504
0.778 -0.098 371.083
0.759 -0.195 377.700
0.729 -0.289 385.263
0.687 -0.378 392.560
0.634 -0.461 399.207
0.572 -0.537 407.060
0.500 -0.604 414.058
0.420 -0.662 421.343
0.334 -0.709 428.091
0.242 -0.746 435.822
0.147 -0.770 442.444
0.049 -0.783 450.000
-0.049 -0.783 457.556
-0.147 -0.770 464.178
-0.242 -0.746 471.909
-0.334 -0.709 478.657
-0.420 -0.662 485.942
-0.500 -0.604 492.940
-0.572 -0.537 500.793
-0.634 -0.461 507.440
-0.687 -0.378 514.737
-0.729 -0.289 522.300
-0.759 -0.195 528.917
-0.778 -0.098 536.496
-0.784 0.000 543.504
-0.778 0.098 551.083
-0.759 0.195 557.700
-0.729 0.289 565.263
-0.687 0.378 572.560
-0.634 0.461 579.207
-0.572 0.537 587.060
-0.500 0.604 594.058
-0.420 0.662 601.343
-0.334 0.709 608.091
-0.242 0.746 615.822
-0.147 0.770 622.444
-0.049 0.783 630.000
0.049 0.783 637.556
0.147 0.770 644.178
0.242 0.746 651.909
0.334 0.709 658.657
0.420 0.662 665.942
0.500 0.604 672.940
0.572 0.537 680.793
0.634 0.461 687.440
0.687 0.378 694.737
0.729 0.289 694.737
Layer: 72
21.339
51
0.700 0.277 154.511
0.659 0.363 147.670
0.609 0.442 140.583
0.549 0.515 133.290
0.480 0.580 125.538
0.403 0.635 118.996
0.320 0.681 111.915
0.233 0.716 104.036
0.141 0.739 97.275
0.047 0.751 90.000
-0.047 0.751 82.725
-0.141 0.739 75.964
-0.233 0.716 68.085
-0.320 0.681 61.004
-0.403 0.635 54.462
-0.480 0.580 46.710
-0.549 0.515 39.417
-0.609 0.442 32.330
-0.659 0.363 25.489
-0.700 0.277 17.860
-0.729 0.187 10.954
-0.747 0.094 3.652
-0.753 0.000 -3.652
-0.747 -0.094 -10.954
-0.729 -0.187 -17.860
-0.700 -0.277 -25.489
-0.659 -0.363 -32.330
-0.609 -0.442 -39.417
-0.549 -0.515 -46.710
-0.480 -0.580 -54.462
-0.403 -0.635 -61.004
-0.320 -0.681 -68.085
-0.233 -0.716 -75.964
-0.141 -0.739 -82.725
-0.047 -0.751 -90.000
0.047 -0.751 -97.275
0.141 -0.739 -104.036
0.233 -0.716 -111.915
0.320 -0.681 -118.996
0.403 -0.635 -125.538
0.480 -0.580 -133.290
0.549 -0.515 -140.583
0.609 -0.442 -147.670
0.659 -0.363 -154.511
0.700 -0.277 -162.140
0.729 -0.187 -169.046
0.747 -0.094 -176.348
0.753 0.000 -183.652
0.747 0.094 -190.954
0.729 0.187 -197.860
0.700 0.277 -197.860
seperation layer:
21.339
2
-0.059 -0.79 90.0
0.047 -0.79 90.0
seperation layer:
21.339
2
-0.142 -0.779 0.0
-0.142 -0.779 0.0
seperation layer:
21.339
2
0.13 -0.779 0.0
0.13 -0.779 0.0
seperation layer:
21.339
2
-0.248 -0.755 0.0
-0.248 -0.755 0.0
seperation layer:
21.339
2
-0.402 -0.684 0.0
-0.402 -0.684 0.0
seperation layer:
21.339
2
-0.437 -0.66 0.0
-0.437 -0.66 0.0
seperation layer:
21.339
2
0.437 -0.66 0.0
0.437 -0.66 0.0
seperation layer:
21.339
2
-0.484 -0.625 0.0
-0.484 -0.625 0.0
seperation layer:
21.339
2
-0.567 -0.554 0.0
-0.567 -0.554 0.0
seperation layer:
21.339
2
0.614 -0.495 0.0
0.614 -0.495 0.0
seperation layer:
21.339
2
-0.65 -0.448 0.0
-0.65 -0.448 0.0
seperation layer:
21.339
2
0.72 -0.318 0.0
0.72 -0.318 0.0
seperation layer:
21.339
2
-0.768 -0.2 0.0
-0.768 -0.2 0.0
seperation layer:
21.339
2
0.768 -0.2 0.0
0.768 -0.2 0.0
seperation layer:
21.339
2
-0.78 -0.141 0.0
-0.78 -0.141 0.0
seperation layer:
21.339
2
0.779 -0.129 0.0
0.779 -0.129 0.0
seperation layer:
21.339
2
-0.791 -0.035 180.0
-0.791 0.025 180.0
seperation layer:
21.339
2
0.791 -0.023 180.0
0.791 0.013 180.0
seperation layer:
21.339
2
0.768 0.178 0.0
0.768 0.178 0.0
seperation layer:
21.339
2
0.614 0.497 0.0
0.614 0.497 0.0
seperation layer:
21.339
2
-0.366 0.698 0.0
-0.366 0.698 0.0
seperation layer:
21.339
2
0.118 0.78 0.0
0.118 0.78 0.0
Layer: 73
21.939
51
-0.570 0.536 226.660
-0.499 0.603 234.058
-0.419 0.661 241.343
-0.333 0.708 248.416
-0.242 0.744 255.256
-0.147 0.769 263.019
-0.049 0.781 270.000
0.049 0.781 276.981
0.147 0.769 284.744
0.242 0.744 291.584
0.333 0.708 298.657
0.419 0.661 305.942
0.499 0.603 313.340
0.570 0.536 320.343
0.633 0.460 327.440
0.686 0.377 334.737
0.728 0.288 342.121
0.758 0.195 349.487
0.776 0.098 355.914
0.783 0.000 364.086
0.776 -0.098 370.513
0.758 -0.195 377.879
0.728 -0.288 385.263
0.686 -0.377 392.560
0.633 -0.460 399.657
0.570 -0.536 406.660
0.499 -0.603 414.058
0.419 -0.661 421.343
0.333 -0.708 428.416
0.242 -0.744 435.256
0.147 -0.769 443.019
0.049 -0.781 450.000
-0.049 -0.781 456.981
-0.147 -0.769 464.744
-0.242 -0.744 471.584
-0.333 -0.708 478.657
-0.419 -0.661 485.942
-0.499 -0.603 493.340
-0.570 -0.536 500.343
-0.633 -0.460 507.440
-0.686 -0.377 514.737
-0.728 -0.288 522.121
-0.758 -0.195 529.487
-0.776 -0.098 535.914
-0.783 0.000 544.086
-0.776 0.098 550.513
-0.758 0.195 557.879
-0.728 0.288 565.263
-0.686 0.377 572.560
-0.633 0.460 579.657
-0.570 0.536 579.657
Layer: 74
21.939
51
-0.548 0.514 39.417
-0.608 0.441 32.330
-0.658 0.362 24.944
-0.698 0.276 18.628
-0.728 0.187 10.359
-0.745 0.094 3.652
-0.751 0.000 -3.652
-0.745 -0.094 -10.359
-0.728 -0.187 -18.628
-0.698 -0.276 -24.944
-0.658 -0.362 -32.330
-0.608 -0.441 -39.417
-0.548 -0.514 -46.710
-0.479 -0.579 -54.462
-0.402 -0.634 -60.709
-0.320 -0.680 -68.875
-0.232 -0.714 -75.225
-0.141 -0.738 -82.725
-0.047 -0.750 -90.000
0.047 -0.750 -97.275
0.141 -0.738 -104.775
0.232 -0.714 -111.125
0.320 -0.680 -119.291
0.402 -0.634 -125.538
0.479 -0.579 -133.290
0.548 -0.514 -140.583
0.608 -0.441 -147.670
0.658 -0.362 -155.056
0.698 -0.276 -161.372
0.728 -0.187 -169.641
0.745 -0.094 -176.348
0.751 0.000 -183.652
0.745 0.094 -190.359
0.728 0.187 -198.628
0.698 0.276 -204.944
0.658 0.362 -212.330
0.608 0.441 -219.417
0.548 0.514 -226.710
0.479 0.579 -234.462
0.402 0.634 -240.709
0.320 0.680 -248.875
0.232 0.714 -255.225
0.141 0.738 -262.725
0.047 0.750 -270.000
-0.047 0.750 -277.275
-0.141 0.738 -284.775
-0.232 0.714 -291.125
-0.320 0.680 -299.291
-0.402 0.634 -305.538
-0.479 0.579 -313.290
-0.548 0.514 -313.290
seperation layer:
21.939
2
-0.059 -0.79 90.0
0.047 -0.79 90.0
seperation layer:
21.939
2
-0.142 -0.779 0.0
-0.142 -0.779 0.0
seperation layer:
21.939
2
0.118 -0.779 90.0
0.142 -0.779 90.0
seperation layer:
21.939
2
-0.189 -0.767 0.0
-0.189 -0.767 0.0
seperation layer:
21.939
2
0.189 -0.767 0.0
0.189 -0.767 0.0
seperation layer:
21.939
2
-0.248 -0.755 90.0
-0.224 -0.755 90.0
seperation layer:
21.939
2
0.236 -0.755 0.0
0.236 -0.755 0.0
seperation layer:
21.939
2
0.295 -0.731 114.624
0.319 -0.72 114.624
seperation layer:
21.939
2
0.342 -0.708 116.565
0.366 -0.696 116.565
seperation layer:
21.939
2
-0.402 -0.684 0.0
-0.402 -0.684 0.0
seperation layer:
21.939
2
-0.437 -0.66 0.0
-0.437 -0.66 0.0
seperation layer:
21.939
2
0.437 -0.66 0.0
0.437 -0.66 0.0
seperation layer:
21.939
2
-0.484 -0.625 225.0
-0.508 -0.601 225.0
seperation layer:
21.939
2
0.484 -0.625 135.0
0.508 -0.601 135.0
seperation layer:
21.939
2
-0.567 -0.554 0.0
-0.567 -0.554 0.0
seperation layer:
21.939
2
0.579 -0.542 0.0
0.579 -0.542 0.0
seperation layer:
21.939
2
-0.602 -0.507 0.0
-0.602 -0.507 0.0
seperation layer:
21.939
2
0.602 -0.507 135.0
0.626 -0.483 135.0
seperation layer:
21.939
2
-0.65 -0.448 0.0
-0.65 -0.448 0.0
seperation layer:
21.939
2
0.661 -0.424 0.0
0.661 -0.424 0.0
seperation layer:
21.939
2
-0.709 -0.342 0.0
-0.709 -0.342 0.0
seperation layer:
21.939
2
0.72 -0.318 153.435
0.732 -0.294 153.435
seperation layer:
21.939
2
-0.768 -0.2 0.0
-0.768 -0.2 0.0
seperation layer:
21.939
2
0.768 -0.2 180.0
0.768 -0.176 180.0
seperation layer:
21.939
2
-0.78 -0.141 180.0
-0.78 -0.117 180.0
seperation layer:
21.939
2
0.779 -0.129 0.0
0.779 -0.129 0.0
seperation layer:
21.939
2
-0.791 -0.035 180.0
-0.791 0.025 180.0
seperation layer:
21.939
2
0.791 -0.023 180.0
0.791 0.013 180.0
seperation layer:
21.939
2
-0.78 0.119 0.0
-0.78 0.119 0.0
seperation layer:
21.939
2
0.779 0.119 0.0
0.779 0.119 0.0
seperation layer:
21.939
2
-0.768 0.178 0.0
-0.768 0.178 0.0
seperation layer:
21.939
2
0.768 0.178 0.0
0.768 0.178 0.0
seperation layer:
21.939
2
0.744 0.261 0.0
0.744 0.261 0.0
seperation layer:
21.939
2
-0.673 0.414 0.0
-0.673 0.414 0.0
seperation layer:
21.939
2
0.673 0.414 206.565
0.661 0.438 206.565
seperation layer:
21.939
2
0.614 0.497 0.0
0.614 0.497 0.0
seperation layer:
21.939
2
-0.602 0.509 0.0
-0.602 0.509 0.0
seperation layer:
21.939
2
0.567 0.544 0.0
0.567 0.544 0.0
seperation layer:
21.939
2
-0.52 0.591 135.0
-0.496 0.615 135.0
seperation layer:
21.939
2
-0.461 0.639 0.0
-0.461 0.639 0.0
seperation layer:
21.939
3
0.425 0.662 237.652
0.395 0.681 225.0
0.39 0.686 225.0
seperation layer:
21.939
2
-0.366 0.698 115.56
-0.343 0.709 115.56
seperation layer:
21.939
2
-0.236 0.757 0.0
-0.236 0.757 0.0
seperation layer:
21.939
2
0.212 0.757 0.0
0.212 0.757 0.0
seperation layer:
21.939
2
-0.189 0.769 0.0
-0.189 0.769 0.0
seperation layer:
21.939
2
-0.118 0.78 0.0
-0.118 0.78 0.0
seperation layer:
21.939
2
0.106 0.78 90.0
0.13 0.78 90.0
Layer: 75
22.539
51
-0.632 -0.459 147.933
-0.684 -0.376 154.737
-0.726 -0.287 162.121
-0.756 -0.194 168.805
-0.775 -0.098 176.496
-0.781 0.000 183.504
-0.775 0.098 191.195
-0.756 0.194 197.879
-0.726 0.287 205.263
-0.684 0.376 212.067
-0.632 0.459 219.657
-0.569 0.535 226.660
-0.498 0.602 234.530
-0.418 0.659 240.546
-0.333 0.707 248.629
-0.241 0.743 255.822
-0.146 0.767 262.948
-0.049 0.779 270.000
0.049 0.779 277.052
0.146 0.767 284.178
0.241 0.743 291.371
0.333 0.707 299.454
0.418 0.659 305.470
0.498 0.602 313.340
0.569 0.535 320.343
0.632 0.459 327.933
0.684 0.376 334.737
0.726 0.287 342.121
0.756 0.194 348.805
0.775 0.098 356.496
0.781 0.000 363.504
0.775 -0.098 371.195
0.756 -0.194 377.879
0.726 -0.287 385.263
0.684 -0.376 392.067
0.632 -0.459 399.657
0.569 -0.535 406.660
0.498 -0.602 414.530
0.418 -0.659 420.546
0.333 -0.707 428.629
0.241 -0.743 435.822
0.146 -0.767 442.948
0.049 -0.779 450.000
-0.049 -0.779 457.052
-0.146 -0.767 464.178
-0.241 -0.743 471.371
-0.333 -0.707 479.454
-0.418 -0.659 485.470
-0.498 -0.602 493.340
-0.569 -0.535 500.343
-0.632 -0.459 500.343
Layer: 76
22.539
51
-0.606 -0.440 320.583
-0.546 -0.513 312.847
-0.477 -0.577 305.893
-0.401 -0.632 299.291
-0.319 -0.678 291.125
-0.231 -0.712 284.775
-0.140 -0.736 276.746
-0.047 -0.747 270.000
0.047 -0.747 263.254
0.140 -0.736 255.225
0.231 -0.712 248.875
0.319 -0.678 240.709
0.401 -0.632 234.107
0.477 -0.577 227.153
0.546 -0.513 219.417
0.606 -0.440 212.330
0.656 -0.361 205.201
0.696 -0.276 197.860
0.725 -0.186 191.070
0.743 -0.094 183.652
0.749 0.000 176.348
0.743 0.094 168.930
0.725 0.186 162.140
0.696 0.276 154.799
0.656 0.361 147.670
0.606 0.440 140.583
0.546 0.513 132.847
0.477 0.577 125.893
0.401 0.632 119.291
0.319 0.678 111.125
0.231 0.712 104.775
0.140 0.736 96.746
0.047 0.747 90.000
-0.047 0.747 83.254
-0.140 0.736 75.225
-0.231 0.712 68.875
-0.319 0.678 60.709
-0.401 0.632 54.107
-0.477 0.577 47.153
-0.546 0.513 39.417
-0.606 0.440 32.330
-0.656 0.361 25.201
-0.696 0.276 17.860
-0.725 0.186 11.070
-0.743 0.094 3.652
-0.749 0.000 -3.652
-0.743 -0.094 -11.070
-0.725 -0.186 -17.860
-0.696 -0.276 -25.201
-0.656 -0.361 -32.330
-0.606 -0.440 -32.330
seperation layer:
22.539
2
-0.059 -0.79 90.0
0.047 -0.79 90.0
seperation layer:
22.539
2
-0.142 -0.779 90.0
-0.106 -0.779 90.0
seperation layer:
22.539
2
0.106 -0.779 90.0
0.142 -0.779 90.0
seperation layer:
22.539
2
-0.189 -0.767 0.0
-0.189 -0.767 0.0
seperation layer:
22.539
2
0.177 -0.767 90.0
0.201 -0.767 90.0
seperation layer:
22.539
2
-0.248 -0.755 90.0
-0.224 -0.755 90.0
seperation layer:
22.539
2
0.224 -0.755 90.0
0.248 -0.755 90.0
seperation layer:
22.539
2
0.295 -0.731 114.624
0.319 -0.72 114.624
seperation layer:
22.539
2
-0.331 -0.72 0.0
-0.331 -0.72 0.0
seperation layer:
22.539
2
0.342 -0.708 116.565
0.366 -0.696 116.565
seperation layer:
22.539
3
-0.402 -0.684 228.24
-0.43 -0.659 242.241
-0.449 -0.649 242.241
seperation layer:
22.539
2
0.437 -0.66 135.0
0.46 -0.637 135.0
seperation layer:
22.539
2
-0.484 -0.625 225.0
-0.508 -0.601 225.0
seperation layer:
22.539
2
0.484 -0.625 135.0
0.508 -0.601 135.0
seperation layer:
22.539
2
-0.567 -0.554 0.0
-0.567 -0.554 0.0
seperation layer:
22.539
3
0.567 -0.542 135.0
0.575 -0.534 315.0
0.567 -0.542 315.0
seperation layer:
22.539
2
-0.591 -0.519 223.781
-0.614 -0.495 223.781
seperation layer:
22.539
2
0.602 -0.507 135.0
0.626 -0.483 135.0
seperation layer:
22.539
2
-0.65 -0.448 0.0
-0.65 -0.448 0.0
seperation layer:
22.539
2
0.661 -0.424 0.0
0.661 -0.424 0.0
seperation layer:
22.539
2
0.685 -0.389 153.435
0.697 -0.365 153.435
seperation layer:
22.539
2
-0.709 -0.342 0.0
-0.709 -0.342 0.0
seperation layer:
22.539
2
0.72 -0.318 153.435
0.732 -0.294 153.435
seperation layer:
22.539
2
-0.744 -0.271 0.0
-0.744 -0.271 0.0
seperation layer:
22.539
4
0.744 -0.259 159.864
0.755 -0.229 168.69
0.76 -0.204 168.69
0.768 -0.164 168.69
seperation layer:
22.539
2
-0.756 -0.235 0.0
-0.756 -0.235 0.0
seperation layer:
22.539
2
-0.768 -0.2 180.0
-0.768 -0.176 180.0
seperation layer:
22.539
2
-0.78 -0.141 180.0
-0.78 -0.117 180.0
seperation layer:
22.539
2
0.779 -0.129 180.0
0.779 -0.105 180.0
seperation layer:
22.539
2
-0.791 -0.035 180.0
-0.791 0.025 180.0
seperation layer:
22.539
2
0.791 -0.023 180.0
0.791 0.013 180.0
seperation layer:
22.539
2
-0.78 0.107 180.0
-0.78 0.131 180.0
seperation layer:
22.539
2
0.779 0.107 180.0
0.779 0.131 180.0
seperation layer:
22.539
2
-0.768 0.166 180.0
-0.768 0.19 180.0
seperation layer:
22.539
2
0.768 0.166 180.0
0.768 0.19 180.0
seperation layer:
22.539
2
-0.756 0.213 0.0
-0.756 0.213 0.0
seperation layer:
22.539
4
0.744 0.249 188.427
0.74 0.276 210.964
0.725 0.301 194.744
0.72 0.32 194.744
seperation layer:
22.539
3
-0.697 0.379 140.826
-0.675 0.406 145.008
-0.661 0.426 145.008
seperation layer:
22.539
2
0.673 0.414 206.565
0.661 0.438 206.565
seperation layer:
22.539
3
0.614 0.497 221.082
0.58 0.536 238.392
0.567 0.544 238.392
seperation layer:
22.539
3
-0.602 0.509 140.826
-0.58 0.536 121.608
-0.567 0.544 121.608
seperation layer:
